upload,uploads,uploading,uploaded
slop,slops,slopping,slopped
transact,transacts,transacting,transacted
cloak,cloaks,cloaking,cloaked
short,shorts,shorting,shorted
debunk,debunks,debunking,debunked
slog,slogs,slogging,slogged
outrage,outrages,outraging,outraged
robe,robes,robing,robed
dispute,disputes,disputing,disputed
clank,clanks,clanking,clanked
digitize,digitizes,digitizing,digitized
clang,clangs,clanging,clanged
submerse,submerses,submersing,submersed
yammer,yammers,yammering,yammered
prime,primes,priming,primed
disrate,disrates,disrating,disrated
pimp,pimps,pimping,pimped
assimilate,assimilates,assimilating,assimilated
brominate,brominates,brominating,brominated
borrow,borrows,borrowing,borrowed
batfowl,batfowls,batfowling,batfowled
spancel,spancels,spancelling,spancelled
primp,primps,primping,primped
fortify,fortifies,fortifying,fortified
disparage,disparages,disparaging,disparaged
vision,visions,visioning,visioned
keyboard,keyboards,keyboarding,keyboarded
espy,espies,espying,espied
expiate,expiates,expiating,expiated
plummet,plummets,plummeting,plummeted
interpellate,interpellates,interpellating,interpellated
diddle,diddles,diddling,diddled
bootleg,bootlegs,bootlegging,bootlegged
denizen,denizens,denizening,denizened
heterodyne,heterodynes,heterodyning,heterodyned
mope,mopes,moping,moped
presage,presages,presaging,presaged
forsake,forsakes,forsaking,forsook,forsaken
gutturalize,gutturalizes,gutturalizing,gutturalized
distrain,distrains,distraining,distrained
screen,screens,screening,screened
dome,domes,doming,domed
concentrate,concentrates,concentrating,concentrated
spare,spares,sparing,spared
spark,sparks,sparking,sparked
undermine,undermines,undermining,undermined
quack,quacks,quacking,quacked
oust,ousts,ousting,ousted
fit,fits,fitting,fitted
belie,belies,belying,belied
checkrow,checkrows,checkrowing,checkrowed
calumniate,calumniates,calumniating,calumniated
allowance,allowances,allowancing,allowanced
riddle,riddles,riddling,riddled
twit,twits,twitting,twitted
eternize,eternizes,eternizing,eternized
twin,twins,twinning,twinned
article,articles,articling,articled
ante,antes,anteing,anteed
false-card,false-cards,false-carding,false-carded,false-carded
twig,twigs,twigging,twigged
boat,boats,boating,boated
airmail,airmails,airmailing,airmailed
stretch,stretches,stretching,stretched
vacation,vacations,vacationing,vacationed
concede,concedes,conceding,conceded
cupel,cupels,cupeling,cupeled
luff,luffs,luffing,luffed
enable,enables,enabling,enabled
hunger
disaccredit,disaccredits,disaccrediting,disaccredited
observe,observes,observing,observed
transmogrify,transmogrifies,transmogrifying,transmogrified
stalemate,stalemates,stalemating,stalemated
diffuse,diffuses,diffusing,diffused
infold,infolds,infolding,infolded
maladminister,maladministers,maladministering,maladministered
trepan,trepans,trepanning,trepanned
single,singles,singling,singled
hypertrophy,hypertrophies,hypertrophying,hypertrophied
coextrude,coextrudes,coextruding,coextruded
hawse,hawses,hawsing,hawsed
chamois,chamoises,chamoising,chamoised
girth,girths,girthing,girthed
discolour,discolours,discolouring,discoloured
canoe,canoes,canoeing,canoed
purse,purses,pursing,pursed
blat,blats,blatting,blatted
blah,blahs,blahing,blahed
cagmag,cagmags,cagmaging,cagmaged
imbricate,imbricates,imbricating,imbricated
blab,blabs,blabbing,blabbed
fame,fames,faming,famed
gemmate,gemmates,gemmating,gemmated
reanimate,reanimates,reanimating,reanimated
excogitate,excogitates,excogitating,excogitated
furbelow,furbelows,furbelowing,furbelowed
geminate,geminates,geminating,geminated
unionize,unionizes,unionizing,unionized
nuzzle,nuzzles,nuzzling,nuzzled
defy,defies,defying,defied
deflate,deflates,deflating,deflated
bulletproof,bulletproofs,bulletproofing,bulletproofed
barber,barbers,barbering,barbered
disown,disowns,disowning,disowned
microfilm,microfilms,microfilming,microfilmed
recapture,recaptures,recapturing,recaptured
tuft,tufts,tufting,tufted
clobber,clobbers,clobbering,clobbered
dimension,dimensions,dimensioning,dimensioned
summer,summers,summering,summered
manifold,manifolds,manifolding,manifolded
poach,poaches,poaching,poached
sceptre,sceptres,sceptring,sceptred
disconcert,disconcerts,disconcerting,disconcerted
slime,slimes,sliming,slimed
rest,rests,resting,rested
amalgamate,amalgamates,amalgamating,amalgamated
apostatize,apostatizes,apostatizing,apostatized
disperse,disperses,dispersing,dispersed
vamp,vamps,vamping,vamped
jitter,jitters,jittering,jittered
parlay,parlays,parlaying,parlayed
underline,underlines,underlining,underlined
uncap,uncaps,uncapping,uncapped
forebode,forebodes,foreboding,foreboded
overthrow,overthrows,overthrowing,overthrew,overthrown
overcompensate,overcompensates,overcompensating,overcompensated
cerebrate,cerebrates,cerebrating,cerebrated
rejoin,rejoins,rejoining,rejoined
dart,darts,darting,darted
dark,darks,darking,darked
drydock,drydocks,drydocking,drydocked
snarl,snarls,snarling,snarled
traffic,traffics,trafficking,trafficked
bandage,bandages,bandaging,bandaged
vacuum,vacuums,vacuuming,vacuumed
snare,snares,snaring,snared
dare,dares,daring,dared,daren't
clam,clams,clamming,clammed
expunge,expunges,expunging,expunged
clad,clads,cladding,clad
shutter,shutters,shuttering,shuttered
gimme,gimmes,gimming,gimmed
immolate,immolates,immolating,immolated
clay,clays,claying,clayed
claw,claws,clawing,clawed
inter,inters,interring,interred
kennel,kennels,kennelling,kennelled
clap,claps,clapping,clapped
obstruct,obstructs,obstructing,obstructed
sulphuret,sulphurets,sulphuretting,sulphuretted
grub,grubs,grubbing,grubbed
gaggle,gaggles,gaggling,gaggled
wattle,wattles,wattling,wattled
winch,winches,winching,winched
asperse,asperses,aspersing,aspersed
vivisect,vivisects,vivisecting,vivisected
surtax,surtaxes,surtaxing,surtaxed
divine,divines,divining,divined
about-ship,about-ships,about-shipping,about-shipped,about-shipped
authenticate,authenticates,authenticating,authenticated
tote,totes,toting,toted
stanchion,stanchions,stanchioning,stanchioned
tube,tubes,tubing,tubed
exit,exits,exiting,exited
crenellate,crenellates,crenellating,crenellated
situate,situates,situating,situated
outfoot,outfoots,outfooting,outfooted
squabble,squabbles,squabbling,squabbled
power,powers,powering,powered
intimate,intimates,intimating,intimated
ration,rations,rationing,rationed
poise,poises,poising,poised
throwback,throwbacks,throwbacking,throwbacked
stone,stones,stoning,stoned
package,packages,packaging,packaged
mediate,mediates,mediating,mediated
fishtail,fishtails,fishtailing,fishtailed
municipalize,municipalizes,municipalizing,municipalized
act,acts,acting,acted
mean,means,meaning,meant
individualize,individualizes,individualizing,individualized
rebuild,rebuilds,rebuilding,rebuilt
impregnate,impregnates,impregnating,impregnated
yabber,yabbers,yabbering,yabbered
potentiate,potentiates,potentiating,potentiated
image,images,imaging,imaged
acuminate,acuminates,acuminating,acuminated
inculcate,inculcates,inculcating,inculcated
bodycheck,bodychecks,bodychecking,bodychecked
carbonado,carbonados,carbonadoing,carbonadoed
apologize,apologizes,apologizing,apologized
pivot,pivots,pivoting,pivoted
overtrade,overtrades,overtrading,overtraded
hew,hews,hewing,hewed,hewn
gleam,gleams,gleaming,gleamed
glean,gleans,gleaning,gleaned
hex,hexes,hexing,hexed
sken,skens,skenning,skenned
mollify,mollifies,mollifying,mollified
bubble,bubbles,bubbling,bubbled
complete,completes,completing,completed
outcrop,outcrops,outcropping,outcropped
defrost,defrosts,defrosting,defrosted
kotow,kotows,kotowing,kotowed
pasteurize,pasteurizes,pasteurizing,pasteurized
whinny,whinnies,whinnying,whinnied
amplify,amplifies,amplifying,amplified
pull,pulls,pulling,pulled
rush,rushes,rushing,rushed
darken,darkens,darkening,darkened
rage,rages,raging,raged
pule,pules,puling,puled
attenuate,attenuates,attenuating,attenuated
flirt,flirts,flirting,flirted
impute,imputes,imputing,imputed
dirty,dirties,dirtying,dirtied
reprimand,reprimands,reprimanding,reprimanded
suppurate,suppurates,suppurating,suppurated
agree,agrees,agreeing,agreed
rust,rusts,rusting,rusted
naturalize,naturalizes,naturalizing,naturalized
migrate,migrates,migrating,migrated
impugn,impugns,impugning,impugned
creak,creaks,creaking,creaked
jargon,jargons,jargoning,jargoned
reddle,reddles,reddling,reddled
dawn,dawns,dawning,dawned
enplane,enplanes,enplaning,enplaned
cream,creams,creaming,creamed
exasperate,exasperates,exasperating,exasperated
rumple,rumples,rumpling,rumpled
substantivize,substantivizes,substantivizing,substantivized
abolish,abolishes,abolishing,abolished
whip,whips,whipping,whipped
leister,leisters,leistering,leistered
indemnify,indemnifies,indemnifying,indemnified
annex,annexes,annexing,annexed
objurgate,objurgates,objurgating,objurgated
slant,slants,slanting,slanted
ankylose,ankyloses,ankylosing,ankylosed
snitch,snitches,snitching,snitched
resell,resells,reselling,resold
slang,slangs,slanging,slanged
explant,explants,explanting,explanted
neuter,neuters,neutering,neutered
groom,grooms,grooming,groomed
mask,masks,masking,masked
mash,mashes,mashing,mashed
mimic,mimics,mimicking,mimicked
mast,masts,masting,masted
mass,masses,massing,massed
quantify,quantifies,quantifying,quantified
repone,repones,reponing,reponed
retch,retches,retching,retched
metastasize,metastasizes,metastasizing,metastasized
consider,considers,considering,considered
degas,degasses,degassing,degassed
beware,bewares,bewaring,bewared
neigh,neighs,neighing,neighed
importune,importunes,importuning,importuned
detruncate,detruncates,detruncating,detruncated
territorialize,territorializes,territorializing,territorialized
misfile,misfiles,misfiling,misfiled
tinsel,tinsels,tinselling,tinselled
Hellenize,Hellenizes,Hellenizing,Hellenized,Hellenized
overexpose,overexposes,overexposing,overexposed
taway,taways,tawaying,tawayed
redpencil,redpencils,redpencilling,redpencilled
fine-draw,fine-draws,fine-drawing,fine-drew,fine-drawn
smile,smiles,smiling,smiled
tatter,tatters,tattering,tattered
bechance,bechances,bechancing,bechanced
blockade,blockades,blockading,blockaded
amerce,amerces,amercing,amerced
condition,conditions,conditioning,conditioned
cable,cables,cabling,cabled
recommit,recommits,recommitting,recommitted
heist,heists,heisting,heisted
laud,lauds,lauding,lauded
sand,sands,sanding,sanded
adjust,adjusts,adjusting,adjusted
exsiccate,exsiccates,exsiccating,exsiccated
harry,harries,harrying,harried
conceptualize,conceptualizes,conceptualizing,conceptualized
enclasp,enclasps,enclasping,enclasped
overpersuade,overpersuades,overpersuading,overpersuaded
overspill,overspills,overspilling,overspilt
decern,decerns,decerning,decerned
pash,pashes,pashing,pashed
sync,syncs,syncing,synced
tongue-lash,tongue-lashes,tongue-lashing,tongue-lashed,tongue-lashed
past,pasts,pasting,pasted
burnish,burnishes,burnishing,burnished
pass,passes,passing,passed
canvass,canvasses,canvassing,canvassed
recalculate,recalculates,recalculating,recalculated
quicken,quickens,quickening,quickened
scupper,scuppers,scuppering,scuppered
clock,clocks,clocking,clocked
declass,declasses,declassing,declassed
forestall,forestalls,forestalling,forestalled
section,sections,sectioning,sectioned
whiff,whiffs,whiffing,whiffed
nurse,nurses,nursing,nursed
perforate,perforates,perforating,perforated
LHlike,LHlikes,LHliking,LHliked,LHliked
contrast,contrasts,contrasting,contrasted
fuller,fulls,fulling,fulled
hash,hashes,hashing,hashed
empower,empowers,empowering,empowered
compose,composes,composing,composed
hasp,hasps,hasping,hasped
overawe,overawes,overawing,overawed
razz,razzes,razzing,razzed
schuss,schusses,schussing,schussed
experience,experiences,experiencing,experienced
photoengrave,photoengraves,photoengraving,photoengraved
entoil,entoils,entoiling,entoiled
skyrocket,skyrockets,skyrocketing,skyrocketed
pick,picks,picking,picked
luck,lucks,lucking,lucked
raze,razes,razing,razed
smuggle,smuggles,smuggling,smuggled
re-present,re-presents,re-presenting,represented,re-presented
discommend,discommends,discommending,discommended
depart,departs,departing,departed
vie,vies,vying,vied
uprise,uprises,uprising,uprose,uprisen
regiment,regiments,regimenting,regimented
estimate,estimates,estimating,estimated
select,selects,selecting,selected
subculture,subcultures,subculturing,subcultured
palliate,palliates,palliating,palliated
decribe,decribes,decribing,decribed
enliven,enlivens,enlivening,enlivened
indispose,indisposes,indisposing,indisposed
maltreat,maltreats,maltreating,maltreated
implore,implores,imploring,implored
automate,automates,automating,automated
adjoin,adjoins,adjoining,adjoined
teem,teems,teeming,teemed
depersonalize,depersonalizes,depersonalizing,depersonalized
company,companies,companying,companied
nitrify,nitrifies,nitrifying,nitrified
pressure-cook,pressure-cooks,pressure-cooking,pressure-cooked,pressure-cooked
doom,dooms,dooming,doomed
unhinge,unhinges,unhinging,unhinged
kibosh,kiboshes,kiboshing,kiboshed
fleece,fleeces,fleecing,fleeced
apportion,apportions,apportioning,apportioned
malt,malts,malting,malted
chisel,chisels,chiselling,chiselled
learn,learns,learning,learnt
grope,gropes,groping,groped
changeover,changeovers,changeovering,changeovered
scramble,scrambles,scrambling,scrambled
desquamate,desquamates,desquamating,desquamated
interflow,interflows,interflowing,interflowed
lixiviate,lixiviates,lixiviating,lixiviated
gallop,gallops,galloping,galloped
scab,scabs,scabbing,scabbed
dillydally,dillydallies,dillydallying,dillydallied
accept,accepts,accepting,accepted
pubcrawl,pubcrawls,pubcrawling,pubcrawled
unzip,unzips,unzipping,unzipped
ethicize,ethicizes,ethicizing,ethicized
spore,spores,sporing,spored
sense,senses,sensing,sensed
scar,scars,scarring,scarred
dress,dresses,dressing,dressed
scat,scats,scatting,scatted
condemn,condemns,condemning,condemned
dazzle,dazzles,dazzling,dazzled
treadle,treadles,treadling,treadled
peptonize,peptonizes,peptonizing,peptonized
enlarge,enlarges,enlarging,enlarged
topdress,topdresses,topdressing,topdressed
cling,clings,clinging,clung
clink,clinks,clinking,clinked
plant,plants,planting,planted
anoint,anoints,anointing,anointed
brachiate,brachiates,brachiating,brachiated
domesticize,domesticizes,domesticizing,domesticized
sympathize,sympathizes,sympathizing,sympathized
polymerize,polymerizes,polymerizing,polymerized
volatilize,volatilizes,volatilizing,volatilized
plane,planes,planing,planed
waver,wavers,wavering,wavered
underseal,underseals,undersealing,undersealed
develop,develops,developing,developed
flutter,flutters,fluttering,fluttered
misapprehend,misapprehends,misapprehending,misapprehended
refuse,refuses,refusing,refused
resemble,resembles,resembling,resembled
syphon,syphons,syphoning,syphoned
register,registers,registering,registered
pucker,puckers,puckering,puckered
denude,denudes,denuding,denuded
wrench,wrenches,wrenching,wrenched
trellis,trellises,trellising,trellised
pant,pants,panting,panted
parboil,parboils,parboiling,parboiled
televise,televises,televising,televised
trichinize,trichinizes,trichinizing,trichinized
trade,trades,trading,traded
